-30.000000399999998,	-8.000013000000001
-29.8000004,	-8.000013000000001
-29.6000004,	-8.000013000000001
-29.4000004,	-8.000013000000001
-29.2000004,	-16.00001
-29.000000399999998,	-8.000013000000001
-28.8000004,	-16.00001
-28.600000400000003,	-8.000013000000001
-28.4000004,	-8.000013000000001
-28.2000004,	-1.341105e-05
-28.0000004,	-1.341105e-05
-27.800000400000002,	-1.341105e-05
-27.6000004,	-16.00001
-27.4000004,	-8.000013000000001
-27.2000004,	-8.000013000000001
-27.0000004,	-16.00001
-26.8000004,	-8.000013000000001
-26.6000004,	-1.341105e-05
-26.400000400000003,	-1.341105e-05
-26.200000300000003,	-1.341105e-05
-26.0000003,	-1.341105e-05
-25.8000003,	-8.000013000000001
-25.600000299999998,	-8.000013000000001
-25.400000300000002,	-16.00001
-25.2000003,	-16.00001
-25.0000003,	-16.00001
-24.800000299999997,	-8.000013000000001
-24.6000003,	-8.000013000000001
-24.4000003,	-8.000013000000001
-24.2000003,	-8.000013000000001
-24.0000003,	-1.341105e-05
-23.8000003,	-1.341105e-05
-23.6000003,	-1.341105e-05
-23.4000003,	-1.341105e-05
-23.200000300000003,	-16.00001
-23.0000003,	-8.000013000000001
-22.8000003,	-8.000013000000001
-22.600000299999998,	-8.000013000000001
-22.400000300000002,	-8.000013000000001
-22.2000003,	-8.000013000000001
-22.0000003,	-1.341105e-05
-21.800000299999997,	-8.000013000000001
-21.6000003,	-8.000013000000001
-21.400000300000002,	-8.000013000000001
-21.2000003,	-8.000013000000001
-21.0000003,	-8.000013000000001
-20.8000003,	-16.00001
-20.6000003,	-16.00001
-20.4000003,	-1.341105e-05
-20.2000003,	7.999987
-20.0000003,	-1.341105e-05
-19.8000003,	-8.000013000000001
-19.600000299999998,	-8.000013000000001
-19.4000003,	-8.000013000000001
-19.200000300000003,	-8.000013000000001
-19.0000003,	-8.000013000000001
-18.8000003,	-16.00001
-18.6000002,	-8.000013000000001
-18.4000002,	-1.341105e-05
-18.2000002,	-1.341105e-05
-18.0000002,	-8.000013000000001
-17.8000002,	-1.341105e-05
-17.6000002,	-8.000013000000001
-17.4000002,	-8.000013000000001
-17.200000199999998,	-16.00001
-17.0000002,	-8.000013000000001
-16.800000200000003,	-16.00001
-16.6000002,	-8.000013000000001
-16.4000002,	-1.341105e-05
-16.200000199999998,	-8.000013000000001
-16.000000200000002,	-1.341105e-05
-15.8000002,	-1.341105e-05
-15.6000002,	-1.341105e-05
-15.4000002,	-1.341105e-05
-15.2000002,	-8.000013000000001
-15.000000199999999,	-8.000013000000001
-14.8000002,	-16.00001
-14.6000002,	-8.000013000000001
-14.4000002,	-8.000013000000001
-14.2000002,	-8.000013000000001
-14.0000002,	-16.00001
-13.8000002,	-8.000013000000001
-13.6000002,	-8.000013000000001
-13.4000002,	-16.00001
-13.200000200000002,	-8.000013000000001
-13.0000002,	-8.000013000000001
-12.800000200000001,	-8.000013000000001
-12.6000002,	-8.000013000000001
-12.400000200000001,	-8.000013000000001
-12.2000002,	-8.000013000000001
-12.0000002,	-8.000013000000001
-11.8000002,	-16.00001
-11.6000002,	-8.000013000000001
-11.4000002,	-8.000013000000001
-11.200000099999999,	-8.000013000000001
-11.0000001,	-8.000013000000001
-10.8000001,	-16.00001
-10.6000001,	-8.000013000000001
-10.4000001,	-16.00001
-10.2000001,	-8.000013000000001
-10.0000001,	-8.000013000000001
-9.800000129999999,	-1.341105e-05
-9.60000013,	-1.341105e-05
-9.400000129999999,	-8.000013000000001
-9.20000012,	-1.341105e-05
-9.000000120000001,	-8.000013000000001
-8.80000012,	-16.00001
-8.60000011,	-16.00001
-8.400000109999999,	-8.000013000000001
-8.20000011,	-8.000013000000001
-8.000000109999998,	-8.000013000000001
-7.8000001,	-8.000013000000001
-7.6000001,	-8.000013000000001
-7.4000001,	-16.00001
-7.2000001,	-16.00001
-7.000000090000001,	-8.000013000000001
-6.800000090000001,	-16.00001
-6.60000009,	-8.000013000000001
-6.40000009,	-16.00001
-6.20000008,	-16.00001
-6.0000000799999995,	-16.00001
-5.800000079999999,	-16.00001
-5.60000007,	-16.00001
-5.40000007,	-24.00001
-5.20000007,	-24.00001
-5.0000000700000005,	-32.00001
-4.8000000599999995,	-40.00001
-4.60000006,	-32.00001
-4.40000006,	-40.00001
-4.20000006,	-40.00001
-4.000000050000001,	-48.00001
-3.80000005,	-56.00001
-3.60000005,	-56.00001
-3.40000005,	-64.00001
-3.20000004,	-64.00001
-3.0000000399999998,	-72.00001
-2.80000004,	-88.00001
-2.60000003,	-96.00001
-2.4000000299999997,	-111.99999999999999
-2.20000003,	-136.0
-2.0000000300000003,	-144.00000000000003
-1.80000002,	-160.0
-1.60000002,	-176.00000000000003
-1.40000002,	-200.0
-1.2000000199999998,	-208.00000000000003
-1.00000001,	-231.99999999999997
-0.8000000110000001,	-248.0
-0.6000000080000001,	-264.0
-0.400000005,	-288.00000000000006
-0.200000003,	-312.0
0.0,	-327.99999999999994
0.200000003,	-352.00000000000006
0.400000005,	-376.0
0.6000000080000001,	-400.0
0.8000000110000001,	-432.00000000000006
1.00000001,	-456.0
1.2000000199999998,	-472.00000000000006
1.40000002,	-496.0
1.60000002,	-504.0
1.80000002,	-528.0
2.0000000300000003,	-544.0
2.20000003,	-568.0
2.4000000299999997,	-592.0000000000001
2.60000003,	-616.0
2.80000004,	-624.0
3.0000000399999998,	-640.0
3.20000004,	-648.0
3.40000005,	-664.0
3.60000005,	-688.0
3.80000005,	-696.0
4.000000050000001,	-712.0000000000001
4.20000006,	-728.0
4.40000006,	-744.0000000000001
4.60000006,	-744.0000000000001
4.8000000599999995,	-752.0
5.0000000700000005,	-744.0000000000001
5.20000007,	-760.0
5.40000007,	-768.0
5.60000007,	-784.0
5.800000079999999,	-784.0
6.0000000799999995,	-792.0
6.20000008,	-807.9999999999999
6.40000009,	-800.0
6.60000009,	-800.0
6.800000090000001,	-800.0
7.000000090000001,	-807.9999999999999
7.2000001,	-807.9999999999999
7.4000001,	-824.0000000000001
7.6000001,	-816.0
7.8000001,	-824.0000000000001
8.000000109999998,	-816.0
8.20000011,	-816.0
8.400000109999999,	-816.0
8.60000011,	-824.0000000000001
8.80000012,	-832.0000000000001
9.000000120000001,	-832.0000000000001
9.20000012,	-832.0000000000001
9.400000129999999,	-824.0000000000001
9.60000013,	-816.0
9.800000129999999,	-816.0
10.0000001,	-816.0
10.2000001,	-816.0
10.4000001,	-807.9999999999999
10.6000001,	-816.0
10.8000001,	-807.9999999999999
11.0000001,	-816.0
11.200000099999999,	-816.0
11.4000002,	-816.0
11.6000002,	-816.0
11.8000002,	-807.9999999999999
12.0000002,	-807.9999999999999
12.2000002,	-800.0
12.400000200000001,	-800.0
12.6000002,	-792.0
12.800000200000001,	-792.0
13.0000002,	-775.9999999999999
13.200000200000002,	-784.0
13.4000002,	-775.9999999999999
13.6000002,	-775.9999999999999
13.8000002,	-775.9999999999999
14.0000002,	-768.0
14.2000002,	-760.0
14.4000002,	-760.0
14.6000002,	-744.0000000000001
14.8000002,	-744.0000000000001
15.000000199999999,	-752.0
15.2000002,	-744.0000000000001
15.4000002,	-736.0
15.6000002,	-736.0
15.8000002,	-728.0
16.000000200000002,	-728.0
16.200000199999998,	-720.0
16.4000002,	-720.0
16.6000002,	-720.0
16.800000200000003,	-704.0000000000001
17.0000002,	-704.0000000000001
17.200000199999998,	-688.0
17.4000002,	-696.0
17.6000002,	-688.0
17.8000002,	-680.0
18.0000002,	-664.0
18.2000002,	-664.0
18.4000002,	-655.9999999999999
18.6000002,	-655.9999999999999
18.8000003,	-655.9999999999999
19.0000003,	-648.0
19.200000300000003,	-648.0
19.4000003,	-632.0
19.600000299999998,	-624.0
19.8000003,	-616.0
20.0000003,	-608.0
20.2000003,	-608.0
20.4000003,	-608.0
20.6000003,	-600.0
20.8000003,	-592.0000000000001
21.0000003,	-584.0
21.2000003,	-576.0000000000001
21.400000300000002,	-568.0
21.6000003,	-560.0
21.800000299999997,	-560.0
22.0000003,	-544.0
22.2000003,	-544.0
22.400000300000002,	-536.0
22.600000299999998,	-544.0
22.8000003,	-528.0
23.0000003,	-528.0
23.200000300000003,	-512.0
23.4000003,	-512.0
23.6000003,	-496.0
23.8000003,	-496.0
24.0000003,	-496.0
24.2000003,	-488.0
24.4000003,	-472.00000000000006
24.6000003,	-463.99999999999994
24.800000299999997,	-463.99999999999994
25.0000003,	-456.0
25.2000003,	-456.0
25.400000300000002,	-440.0
25.600000299999998,	-432.00000000000006
25.8000003,	-432.00000000000006
26.0000003,	-424.0
26.200000300000003,	-440.0
26.400000400000003,	-424.0
26.6000004,	-416.00000000000006
26.8000004,	-400.0
27.0000004,	-392.0
27.2000004,	-392.0
27.4000004,	-392.0
27.6000004,	-384.0
27.800000400000002,	-384.0
28.0000004,	-376.0
28.2000004,	-368.0
28.4000004,	-360.0
28.600000400000003,	-360.0
28.8000004,	-352.00000000000006
29.000000399999998,	-336.0
29.2000004,	-336.0
29.4000004,	-327.99999999999994
29.6000004,	-327.99999999999994
29.8000004,	-327.99999999999994
30.000000399999998,	-320.0
30.2000004,	-312.0
30.4000004,	-304.0
30.600000400000003,	-304.0
30.8000004,	-288.00000000000006
31.0000004,	-280.0
31.2000004,	-280.0
31.400000399999996,	-272.0
31.6000004,	-264.0
31.800000400000002,	-264.0
32.000000400000005,	-264.0
32.2000004,	-256.0
32.400000399999996,	-248.0
32.6000004,	-248.0
32.8000004,	-248.0
33.0000004,	-240.0
33.2000004,	-231.99999999999997
33.4000004,	-223.99999999999997
33.600000400000006,	-223.99999999999997
33.8000005,	-231.99999999999997
34.0000005,	-223.99999999999997
34.200000499999994,	-223.99999999999997
34.4000005,	-216.00000000000003
34.6000005,	-216.00000000000003
34.8000005,	-200.0
35.0000005,	-208.00000000000003
35.2000005,	-200.0
35.400000500000004,	-200.0
35.6000005,	-200.0
35.800000499999996,	-192.0
36.0000005,	-200.0
36.2000005,	-184.0
36.4000005,	-184.0
36.6000005,	-184.0
36.8000005,	-184.0
37.0000005,	-192.0
37.200000499999994,	-176.00000000000003
37.4000005,	-176.00000000000003
37.6000005,	-176.00000000000003
37.8000005,	-176.00000000000003
38.0000005,	-160.0
38.2000005,	-168.0
38.400000500000004,	-160.0
38.6000005,	-160.0
38.800000499999996,	-160.0
39.0000005,	-152.0
39.2000005,	-144.00000000000003
39.4000005,	-152.0
39.6000005,	-152.0
39.8000005,	-144.00000000000003
40.000000500000006,	-136.0
40.200000499999994,	-136.0
40.4000005,	-144.00000000000003
40.6000005,	-136.0
40.8000005,	-136.0
41.0000005,	-136.0
41.2000006,	-128.0
41.4000006,	-128.0
41.6000006,	-128.0
41.8000006,	-128.0
42.0000006,	-128.0
42.200000599999996,	-111.99999999999999
42.4000006,	-120.0
42.6000006,	-111.99999999999999
42.800000600000004,	-104.00000000000001
43.0000006,	-104.00000000000001
43.2000006,	-104.00000000000001
43.4000006,	-104.00000000000001
43.600000599999994,	-104.00000000000001
43.8000006,	-111.99999999999999
44.0000006,	-104.00000000000001
44.2000006,	-111.99999999999999
44.4000006,	-96.00001
44.6000006,	-104.00000000000001
44.800000600000004,	-104.00000000000001
45.0000006,	-96.00001
45.200000599999996,	-96.00001
45.4000006,	-96.00001
45.6000006,	-88.00001
45.8000006,	-88.00001
46.0000006,	-80.00001
46.2000006,	-80.00001
46.400000600000006,	-88.00001
46.600000599999994,	-88.00001
46.8000006,	-88.00001
47.0000006,	-88.00001
47.2000006,	-88.00001
47.4000006,	-80.00001
47.6000006,	-88.00001
47.800000600000004,	-80.00001
48.0000006,	-80.00001
48.200000599999996,	-72.00001
48.4000006,	-80.00001
48.6000006,	-72.00001
48.8000007,	-72.00001
49.0000007,	-72.00001
49.200000700000004,	-72.00001
49.4000007,	-72.00001
49.6000007,	-72.00001
49.8000007,	-72.00001
50.0000007,	-72.00001
50.2000007,	-80.00001
50.4000007,	-72.00001
50.6000007,	-72.00001
50.8000007,	-64.00001
51.0000007,	-72.00001
51.200000700000004,	-72.00001
51.4000007,	-72.00001
51.600000699999995,	-64.00001
51.8000007,	-72.00001
52.0000007,	-64.00001
52.200000700000004,	-72.00001
52.4000007,	-72.00001
52.6000007,	-80.00001
52.8000007,	-64.00001
53.000000699999994,	-64.00001
53.2000007,	-64.00001
53.4000007,	-64.00001
53.6000007,	-64.00001
53.8000007,	-64.00001
54.0000007,	-64.00001
54.200000700000004,	-56.00001
54.4000007,	-72.00001
54.600000699999995,	-72.00001
54.8000007,	-72.00001
55.0000007,	-64.00001
55.200000700000004,	-64.00001
55.4000007,	-56.00001
55.6000007,	-64.00001
55.800000700000005,	-64.00001
56.000000699999994,	-64.00001
56.2000008,	-72.00001
56.4000008,	-72.00001
56.6000008,	-64.00001
56.8000008,	-64.00001
57.0000008,	-64.00001
57.200000800000005,	-56.00001
57.4000008,	-64.00001
57.6000008,	-56.00001
57.8000008,	-56.00001
58.000000799999995,	-48.00001
58.2000008,	-56.00001
58.4000008,	-56.00001
58.600000800000004,	-56.00001
58.8000008,	-48.00001
59.0000008,	-56.00001
59.2000008,	-48.00001
59.4000008,	-48.00001
59.6000008,	-56.00001
59.80000080000001,	-56.00001
60.000000799999995,	-56.00001
60.2000008,	-56.00001
60.4000008,	-56.00001
60.600000800000004,	-48.00001
60.8000008,	-48.00001
61.0000008,	-56.00001
61.200000800000005,	-56.00001
61.400000799999994,	-48.00001
61.6000008,	-40.00001
61.8000008,	-48.00001
62.0000008,	-40.00001
62.2000008,	-40.00001
62.4000008,	-48.00001
62.600000800000004,	-56.00001
62.80000079999999,	-56.00001
63.000000799999995,	-56.00001
63.2000008,	-56.00001
63.4000008,	-40.00001
63.600000800000004,	-40.00001
63.8000009,	-32.00001
64.0000009,	-40.00001
64.2000009,	-40.00001
64.40000090000001,	-40.00001
64.6000009,	-40.00001
64.8000009,	-40.00001
65.00000089999999,	-32.00001
65.20000089999999,	-40.00001
65.4000009,	-40.00001
